,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,LATITUDE,LONGITUDE,LocationID,ACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CERVICAL,CHD,CHECKUP,CHOLSCREEN,COGNITION,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DEPRESSION,DIABETES,DISABILITY,GHLTH,HEARING,HIGHCHOL,INDEPLIVE,KIDNEY,LPA,MAMMOUSE,MHLTH,MOBILITY,OBESITY,PHLTH,SELFCARE,SLEEP,STROKE,TEETHLOST,VISION,Geolocation,TotalPopulation,PRICE_cat2,PROPERTY TYPE_Condo/Co-op,PROPERTY TYPE_Mobile/Manufactured Home,PROPERTY TYPE_Multi-Family (2-4 Unit),PROPERTY TYPE_Multi-Family (5+ Unit),PROPERTY TYPE_Single Family Residential,PROPERTY TYPE_Townhouse,STATE OR PROVINCE_ME,STATE OR PROVINCE_NH,STATE OR PROVINCE_VT
1294,2985000,6.0,5.5,5596.0,94089.0,2007.0,100,533.0,44.4904927,-68.4583863,4684.0,5.9,31.8,15.3,32.0,78.0,8.8,10.8,85.2,6.9,78.1,64.7,11.6,79.0,7.4,51.3,44.2,14.5,71.9,26.2,9.2,29.1,12.5,7.8,39.0,5.9,3.1,22.3,77.4,13.5,13.1,28.5,10.5,3.1,29.4,3.0,10.9,3.7,(-68.52947422 44.49410394),1466.0,High,0,0,0,0,1,0,1,0,0
1295,725000,3.0,2.5,2335.0,89733.0,1994.0,100,310.0,44.3340276,-68.3325358,4660.0,4.9,31.8,15.2,31.9,78.4,9.3,10.2,86.7,6.6,79.0,68.7,10.0,79.2,6.5,53.9,45.7,12.5,75.3,24.5,8.7,27.1,11.0,7.7,38.7,5.1,3.1,20.5,77.4,12.0,12.0,27.2,9.6,2.6,28.3,2.9,9.1,3.2,(-68.36307593 44.3445533),1309.0,High,0,0,0,0,1,0,1,0,0
1296,399500,3.0,2.0,1060.0,39204.0,1960.0,101,377.0,44.5227737,-68.4181022,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,High,0,0,0,0,1,0,1,0,0
1297,999000,4.0,3.0,2062.0,246549.0,1870.0,102,484.0,44.316315,-68.4071981,4674.0,7.1,30.0,15.8,30.3,75.9,7.8,11.3,83.8,6.4,76.6,60.1,13.5,76.0,7.7,49.8,40.8,16.8,69.0,27.8,8.7,30.5,13.6,7.4,37.3,6.7,2.9,24.2,76.8,15.1,13.4,29.0,11.0,3.3,30.6,2.9,13.9,4.1,(-68.4009526 44.29666008),484.0,High,0,0,0,0,1,0,1,0,0
1298,410000,2.0,1.0,1264.0,43560.0,1985.0,102,324.0,44.4304969,-68.2565614,4609.0,6.1,29.2,15.7,29.6,76.7,8.2,10.9,84.3,6.3,77.1,61.4,12.3,76.9,6.7,50.7,41.1,13.6,71.6,26.6,8.3,29.2,12.1,7.6,37.0,6.2,3.0,22.3,76.7,14.3,12.7,27.2,10.1,3.0,29.2,2.9,11.8,3.8,(-68.270849 44.38498337),5222.0,High,0,0,0,0,1,0,1,0,0
1299,699000,2.0,2.5,2720.0,217800.0,2014.0,102,257.0,44.3484159,-68.5913412,4676.0,6.9,30.9,15.5,31.7,77.1,8.2,11.0,84.3,7.0,77.2,61.3,12.9,76.4,7.7,48.7,42.3,15.9,69.1,26.8,9.3,30.8,13.6,8.1,38.2,6.6,3.1,24.2,76.1,14.5,13.9,29.3,11.0,3.4,30.0,3.1,13.2,4.2,(-68.64092345 44.34735692),1088.0,High,0,0,0,0,1,0,1,0,0
1300,400000,2.0,1.0,957.0,1014948.0,1969.0,103,418.0,44.223585,-68.655872,4627.0,7.8,36.0,13.3,36.6,80.9,10.3,11.2,82.3,9.2,79.2,63.1,14.4,76.9,9.8,47.5,36.8,16.6,66.2,26.5,11.1,36.9,16.6,10.7,41.2,8.4,4.0,28.3,75.1,14.5,18.3,28.8,12.8,4.3,29.6,4.2,16.3,5.5,(-68.66095863 44.22439786),1636.0,High,0,0,0,0,1,0,1,0,0
1301,1649000,4.0,3.5,3016.0,40510.0,1979.0,103,547.0,44.2826784,-68.3165728,4679.0,6.0,31.2,15.3,31.3,78.1,9.1,10.6,85.7,6.8,78.0,64.4,11.5,78.9,7.0,52.8,43.5,13.4,72.4,25.6,8.7,29.3,12.2,8.0,38.5,5.9,3.2,22.2,76.1,13.2,13.0,27.2,10.2,2.9,28.6,3.0,11.4,3.7,(-68.33429619 44.27967563),1767.0,High,0,0,0,0,1,0,1,0,0
1302,2400000,4.0,2.5,3029.0,213444.0,1901.0,104,792.0,44.1960371,-68.6350848,4681.0,7.8,34.4,14.3,35.3,79.2,9.2,11.3,82.8,8.4,78.1,61.8,14.3,76.1,9.5,47.7,40.3,17.8,65.8,27.1,10.9,35.0,16.3,9.6,40.7,7.8,3.6,27.4,75.4,14.9,16.9,30.2,12.7,4.2,30.6,3.8,15.8,5.2,(-68.66455695 44.17242368),1043.0,High,0,0,0,0,1,0,1,0,0
1303,2385000,4.0,2.0,2248.0,1167408.0,1972.0,104,1061.0,44.4677604,-68.7391118,4476.0,6.7,35.6,14.0,36.0,80.0,9.8,11.2,83.7,8.5,79.1,64.4,13.4,76.5,9.2,48.3,40.0,16.2,68.3,26.8,11.0,34.7,15.2,9.7,40.7,7.6,3.8,26.2,76.0,14.4,16.9,30.0,12.4,4.0,30.3,3.8,13.9,4.9,(-68.70278863 44.47779446),1259.0,High,0,0,0,0,1,0,1,0,0
1307,167500,3.0,1.0,992.0,21344.0,1930.0,105,169.0,44.5867945,-68.7867339,4416.0,8.2,31.0,16.0,31.5,75.7,7.7,11.7,83.0,6.9,76.1,57.6,15.2,74.3,8.6,47.4,39.2,19.3,65.1,29.0,9.6,33.3,15.3,8.0,37.7,7.7,3.1,26.8,75.2,16.5,15.1,31.1,12.2,3.9,32.2,3.2,15.8,4.8,(-68.79513375 44.62954444),5468.0,Low,0,0,0,0,1,0,1,0,0
1308,449000,3.0,2.0,1692.0,175111.0,2021.0,105,265.0,44.8338,-68.3083,4408.0,9.8,32.7,15.4,34.3,76.4,7.3,12.1,81.7,8.0,75.7,56.3,17.0,71.8,10.4,46.0,36.0,23.4,60.3,29.7,11.4,36.3,18.5,8.8,39.6,8.7,3.3,29.9,76.1,17.3,17.2,33.5,14.1,4.9,33.4,3.5,19.2,5.8,(-68.28290781 44.8939552),176.0,High,0,0,0,0,1,0,1,0,0
1312,205000,4.0,1.0,1930.0,35719.0,1900.0,107,106.0,44.5602985,-68.4365276,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,Low,0,0,0,0,1,0,1,0,0
1317,435000,3.0,2.0,1428.0,9583.0,1900.0,112,305.0,44.156483,-68.6634285,4681.0,7.8,34.4,14.3,35.3,79.2,9.2,11.3,82.8,8.4,78.1,61.8,14.3,76.1,9.5,47.7,40.3,17.8,65.8,27.1,10.9,35.0,16.3,9.6,40.7,7.8,3.6,27.4,75.4,14.9,16.9,30.2,12.7,4.2,30.6,3.8,15.8,5.2,(-68.66455695 44.17242368),1043.0,High,1,0,0,0,0,0,1,0,0
1321,2200000,10.0,6.0,6534.0,277041.0,1986.0,114,337.0,44.3787604,-68.2713278,4609.0,6.1,29.2,15.7,29.6,76.7,8.2,10.9,84.3,6.3,77.1,61.4,12.3,76.9,6.7,50.7,41.1,13.6,71.6,26.6,8.3,29.2,12.1,7.6,37.0,6.2,3.0,22.3,76.7,14.3,12.7,27.2,10.1,3.0,29.2,2.9,11.8,3.8,(-68.270849 44.38498337),5222.0,High,0,0,0,0,1,0,1,0,0
1322,219000,3.0,1.0,1617.0,79714.0,1984.0,116,135.0,44.5552349,-68.777081,4416.0,8.2,31.0,16.0,31.5,75.7,7.7,11.7,83.0,6.9,76.1,57.6,15.2,74.3,8.6,47.4,39.2,19.3,65.1,29.0,9.6,33.3,15.3,8.0,37.7,7.7,3.1,26.8,75.2,16.5,15.1,31.1,12.2,3.9,32.2,3.2,15.8,4.8,(-68.79513375 44.62954444),5468.0,Low,0,0,0,0,1,0,1,0,0
1324,430000,3.0,2.0,2100.0,41817.0,1984.0,117,205.0,44.4007099,-68.085551,4693.0,9.0,36.5,13.4,37.2,80.3,9.7,11.4,83.1,9.1,78.7,62.8,14.8,75.9,10.5,47.1,39.5,19.3,64.0,27.1,11.7,36.9,17.8,10.3,41.6,8.4,3.9,29.7,75.7,14.7,18.5,30.9,13.6,4.5,31.0,4.1,17.3,5.6,(-68.05677574 44.37982074),516.0,High,0,0,0,0,1,0,1,0,0
1325,1525000,6.0,5.0,4722.0,47044.0,1989.0,118,323.0,44.2946312,-68.3243918,4679.0,6.0,31.2,15.3,31.3,78.1,9.1,10.6,85.7,6.8,78.0,64.4,11.5,78.9,7.0,52.8,43.5,13.4,72.4,25.6,8.7,29.3,12.2,8.0,38.5,5.9,3.2,22.2,76.1,13.2,13.0,27.2,10.2,2.9,28.6,3.0,11.4,3.7,(-68.33429619 44.27967563),1767.0,High,0,0,0,0,1,0,1,0,0
1328,119900,2.0,1.0,900.0,143748.0,1984.0,120,133.0,44.675812,-68.527758,4429.0,6.7,28.7,16.0,31.4,76.3,7.4,11.8,85.9,6.0,77.5,63.9,13.0,74.8,7.5,49.8,43.5,17.2,65.0,25.2,9.0,28.2,13.3,6.9,37.5,6.3,2.8,24.3,78.6,15.0,12.4,34.0,10.9,3.2,32.0,2.8,15.6,3.8,(-68.6152345 44.69055395),4717.0,Low,0,0,0,0,1,0,1,0,0
1338,595000,4.0,2.5,2900.0,588060.0,1988.0,121,205.0,44.514693,-68.409959,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,High,0,0,0,0,1,0,1,0,0
1339,569000,2.0,1.5,1600.0,87555.0,1990.0,122,356.0,44.3336092,-68.3272601,4660.0,4.9,31.8,15.2,31.9,78.4,9.3,10.2,86.7,6.6,79.0,68.7,10.0,79.2,6.5,53.9,45.7,12.5,75.3,24.5,8.7,27.1,11.0,7.7,38.7,5.1,3.1,20.5,77.4,12.0,12.0,27.2,9.6,2.6,28.3,2.9,9.1,3.2,(-68.36307593 44.3445533),1309.0,High,0,0,0,0,1,0,1,0,0
1340,385000,2.0,2.0,800.0,15245.0,2003.0,124,481.0,44.537196,-68.124708,4664.0,8.7,31.6,15.6,32.3,76.0,7.6,12.0,82.4,7.1,76.0,57.0,16.0,74.0,9.3,45.7,40.4,20.6,63.4,29.4,10.2,34.4,16.5,8.2,38.4,8.2,3.1,27.9,75.0,16.9,15.9,31.8,12.9,4.3,32.3,3.3,16.9,5.2,(-68.1251743 44.54766824),1238.0,Low,0,0,0,0,1,0,1,0,0
1342,995000,3.0,2.0,3110.0,47916.0,1877.0,124,320.0,44.2405753,-68.3535606,4617.0,6.5,34.5,13.8,34.9,79.8,9.5,10.9,83.9,8.0,79.0,64.9,12.5,78.3,8.6,49.5,42.5,15.4,69.3,26.1,10.5,32.3,14.4,9.0,40.6,6.8,3.5,25.0,76.9,13.7,15.5,29.1,11.7,3.7,29.5,3.5,13.0,4.5,(-68.73080241 44.3640716),811.0,High,0,0,0,0,1,0,1,0,0
1344,650000,4.0,2.0,1838.0,87120.0,1933.0,126,354.0,44.3447613,-68.5961664,4676.0,6.9,30.9,15.5,31.7,77.1,8.2,11.0,84.3,7.0,77.2,61.3,12.9,76.4,7.7,48.7,42.3,15.9,69.1,26.8,9.3,30.8,13.6,8.1,38.2,6.6,3.1,24.2,76.1,14.5,13.9,29.3,11.0,3.4,30.0,3.1,13.2,4.2,(-68.64092345 44.34735692),1088.0,High,0,0,0,0,1,0,1,0,0
1345,599000,2.0,1.0,884.0,10018.0,1920.0,127,678.0,44.3095588,-68.2407462,4660.0,4.9,31.8,15.2,31.9,78.4,9.3,10.2,86.7,6.6,79.0,68.7,10.0,79.2,6.5,53.9,45.7,12.5,75.3,24.5,8.7,27.1,11.0,7.7,38.7,5.1,3.1,20.5,77.4,12.0,12.0,27.2,9.6,2.6,28.3,2.9,9.1,3.2,(-68.36307593 44.3445533),1309.0,High,0,0,0,0,1,0,1,0,0
1346,289900,3.0,1.5,1600.0,107157.0,1920.0,127,181.0,44.4365299,-68.1120739,4607.0,9.1,33.1,14.8,34.1,78.0,8.3,11.6,82.3,8.0,77.0,59.2,15.3,74.7,9.6,46.1,39.5,19.6,63.9,28.0,10.7,35.0,16.9,9.0,40.0,8.0,3.4,28.4,75.6,15.8,16.6,31.1,13.0,4.3,31.4,3.6,17.4,5.3,(-68.05338093 44.4845414),1182.0,Low,0,0,0,0,1,0,1,0,0
1347,1345000,5.0,3.0,4507.0,357191.0,2000.0,127,298.0,44.436896,-68.39339,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,High,0,0,0,0,1,0,1,0,0
1348,699000,4.0,2.0,1872.0,96703.0,2019.0,128,373.0,44.524691,-68.238083,4640.0,7.3,29.9,16.2,30.5,76.1,8.0,11.1,84.2,6.6,76.4,60.0,13.3,76.2,7.6,49.7,42.1,16.5,68.7,27.3,8.8,30.7,13.4,7.8,37.5,6.6,3.0,24.2,75.4,15.0,13.4,28.9,10.9,3.2,30.6,3.0,13.6,4.0,(-68.35016225 44.56085614),2261.0,High,0,0,0,0,1,0,1,0,0
1350,925000,5.0,4.0,2744.0,409464.0,1988.0,128,337.0,44.5493519,-68.7976045,4416.0,8.2,31.0,16.0,31.5,75.7,7.7,11.7,83.0,6.9,76.1,57.6,15.2,74.3,8.6,47.4,39.2,19.3,65.1,29.0,9.6,33.3,15.3,8.0,37.7,7.7,3.1,26.8,75.2,16.5,15.1,31.1,12.2,3.9,32.2,3.2,15.8,4.8,(-68.79513375 44.62954444),5468.0,High,0,0,0,0,1,0,1,0,0
1351,228000,1.0,1.0,780.0,33976.0,2012.0,128,292.0,44.6774297,-68.3059122,4634.0,9.0,31.7,15.7,32.5,75.9,7.6,11.9,82.5,7.2,75.8,56.6,16.1,73.2,9.4,46.1,39.7,21.1,62.9,29.2,10.2,34.7,16.7,8.2,38.4,8.3,3.2,28.2,75.4,16.8,16.1,31.9,13.0,4.3,32.5,3.3,17.4,5.3,(-68.21925931 44.65175311),1923.0,Low,0,0,0,0,1,0,1,0,0
1352,1950000,4.0,2.5,2736.0,63162.0,1937.0,128,713.0,44.3476171,-68.8204246,4642.0,5.8,38.2,12.0,38.4,82.5,10.8,10.9,83.4,9.3,81.2,69.1,12.3,78.9,9.5,49.6,42.3,14.7,70.4,25.5,11.7,34.6,15.4,10.4,42.9,7.2,4.0,26.3,74.2,13.0,17.5,28.7,12.4,4.0,28.5,4.0,13.4,4.8,(-68.80307248 44.32634794),123.0,High,0,0,0,0,1,0,1,0,0
1353,395000,2.0,2.0,4000.0,65340.0,1980.0,129,99.0,44.5602432,-68.7040994,4941.0,8.1,28.0,17.1,32.3,74.6,7.7,11.4,83.3,6.7,73.6,61.6,14.1,72.2,8.4,46.9,43.6,18.7,63.1,23.5,9.4,30.8,14.7,7.8,35.7,7.1,3.1,26.1,76.8,15.8,13.7,37.0,11.2,3.7,33.3,3.1,18.5,4.5,(-69.30169776 44.46542006),1751.0,Low,0,0,1,0,0,0,1,0,0
1354,360000,3.0,2.0,2304.0,76230.0,1988.0,130,156.0,44.586961,-68.251662,4634.0,9.0,31.7,15.7,32.5,75.9,7.6,11.9,82.5,7.2,75.8,56.6,16.1,73.2,9.4,46.1,39.7,21.1,62.9,29.2,10.2,34.7,16.7,8.2,38.4,8.3,3.2,28.2,75.4,16.8,16.1,31.9,13.0,4.3,32.5,3.3,17.4,5.3,(-68.21925931 44.65175311),1923.0,Low,0,0,0,0,1,0,1,0,0
1355,159000,5.0,3.5,2800.0,21780.0,1820.0,130,57.0,44.590685,-68.2189536,4634.0,9.0,31.7,15.7,32.5,75.9,7.6,11.9,82.5,7.2,75.8,56.6,16.1,73.2,9.4,46.1,39.7,21.1,62.9,29.2,10.2,34.7,16.7,8.2,38.4,8.3,3.2,28.2,75.4,16.8,16.1,31.9,13.0,4.3,32.5,3.3,17.4,5.3,(-68.21925931 44.65175311),1923.0,Low,0,0,1,0,0,0,1,0,0
1356,3150000,5.0,4.0,4950.0,239580.0,1994.0,131,636.0,44.344809,-68.55525,4614.0,5.8,32.1,15.1,32.0,78.2,9.0,10.9,85.3,6.9,78.3,64.9,11.8,77.9,7.4,50.6,41.4,14.1,72.1,26.1,9.1,29.9,12.6,8.0,38.6,6.2,3.2,22.7,77.3,13.5,13.6,28.1,10.6,3.1,29.2,3.1,11.4,3.9,(-68.59718314 44.43159851),2579.0,High,0,0,0,0,1,0,1,0,0
1359,499000,2.0,1.0,1584.0,51400.0,1900.0,133,315.0,44.2586072,-68.2370442,4646.0,6.5,26.0,18.3,27.2,73.3,7.0,10.5,85.1,5.7,74.7,58.6,12.0,75.6,6.0,50.5,41.2,14.2,71.0,26.3,7.3,27.1,11.2,6.9,34.9,5.6,2.6,20.9,78.2,14.2,10.9,27.4,9.3,2.7,29.8,2.6,13.2,3.4,(-68.22895155 44.26018071),94.0,High,0,0,0,0,1,0,1,0,0
1361,540000,6.0,3.5,2884.0,59241.0,1967.0,135,187.0,44.569727,-68.7758439,4416.0,8.2,31.0,16.0,31.5,75.7,7.7,11.7,83.0,6.9,76.1,57.6,15.2,74.3,8.6,47.4,39.2,19.3,65.1,29.0,9.6,33.3,15.3,8.0,37.7,7.7,3.1,26.8,75.2,16.5,15.1,31.1,12.2,3.9,32.2,3.2,15.8,4.8,(-68.79513375 44.62954444),5468.0,High,0,0,0,0,1,0,1,0,0
1365,359900,5.0,5.0,2600.0,16988.0,1906.0,137,138.0,44.4311817,-68.1100337,4607.0,9.1,33.1,14.8,34.1,78.0,8.3,11.6,82.3,8.0,77.0,59.2,15.3,74.7,9.6,46.1,39.5,19.6,63.9,28.0,10.7,35.0,16.9,9.0,40.0,8.0,3.4,28.4,75.6,15.8,16.6,31.1,13.0,4.3,31.4,3.6,17.4,5.3,(-68.05338093 44.4845414),1182.0,Low,0,0,0,0,1,0,1,0,0
1366,399900,3.0,2.0,1920.0,42688.0,2002.0,138,208.0,44.4942055,-68.4092817,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,High,0,0,0,0,1,0,1,0,0
1368,389000,1.0,1.0,3000.0,148104.0,1992.0,142,130.0,44.2511437,-68.6905336,4627.0,7.8,36.0,13.3,36.6,80.9,10.3,11.2,82.3,9.2,79.2,63.1,14.4,76.9,9.8,47.5,36.8,16.6,66.2,26.5,11.1,36.9,16.6,10.7,41.2,8.4,4.0,28.3,75.1,14.5,18.3,28.8,12.8,4.3,29.6,4.2,16.3,5.5,(-68.66095863 44.22439786),1636.0,Low,0,0,0,0,1,0,1,0,0
1369,499000,4.0,2.0,2359.0,196020.0,1992.0,145,212.0,44.564874,-68.6812549,4472.0,7.2,29.5,16.8,30.0,75.4,7.6,10.9,84.1,6.2,76.0,59.9,13.2,76.0,7.4,49.5,43.6,17.2,68.9,27.1,8.5,29.9,13.2,7.3,37.3,6.3,2.8,24.4,74.9,15.0,12.9,29.3,10.9,3.1,31.1,2.8,13.2,3.8,(-68.6267245 44.58280335),2144.0,High,0,0,0,0,1,0,1,0,0
1370,795000,7.0,6.0,2836.0,95396.0,1900.0,146,280.0,44.4643211,-68.3614458,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,High,0,0,0,1,0,0,1,0,0
1371,1100000,2.0,3.0,3348.0,484822.0,1985.0,146,329.0,44.4758618,-68.1078185,4607.0,9.1,33.1,14.8,34.1,78.0,8.3,11.6,82.3,8.0,77.0,59.2,15.3,74.7,9.6,46.1,39.5,19.6,63.9,28.0,10.7,35.0,16.9,9.0,40.0,8.0,3.4,28.4,75.6,15.8,16.6,31.1,13.0,4.3,31.4,3.6,17.4,5.3,(-68.05338093 44.4845414),1182.0,High,0,0,0,0,1,0,1,0,0
1372,300000,2.0,1.0,768.0,21780.0,1978.0,146,391.0,44.2524761,-68.2274105,4646.0,6.5,26.0,18.3,27.2,73.3,7.0,10.5,85.1,5.7,74.7,58.6,12.0,75.6,6.0,50.5,41.2,14.2,71.0,26.3,7.3,27.1,11.2,6.9,34.9,5.6,2.6,20.9,78.2,14.2,10.9,27.4,9.3,2.7,29.8,2.6,13.2,3.4,(-68.22895155 44.26018071),94.0,Low,0,0,0,0,1,0,1,0,0
1374,749000,3.0,3.5,4100.0,43560.0,2002.0,149,183.0,44.5530879,-68.4205797,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,High,0,0,0,0,1,0,1,0,0
1375,599000,4.0,4.0,3130.0,87120.0,1990.0,149,191.0,44.447026,-68.628487,4614.0,5.8,32.1,15.1,32.0,78.2,9.0,10.9,85.3,6.9,78.3,64.9,11.8,77.9,7.4,50.6,41.4,14.1,72.1,26.1,9.1,29.9,12.6,8.0,38.6,6.2,3.2,22.7,77.3,13.5,13.6,28.1,10.6,3.1,29.2,3.1,11.4,3.9,(-68.59718314 44.43159851),2579.0,High,0,0,1,0,0,0,1,0,0
1381,499000,3.0,1.0,1120.0,263973.0,1978.0,153,446.0,44.421757,-67.978142,4607.0,9.1,33.1,14.8,34.1,78.0,8.3,11.6,82.3,8.0,77.0,59.2,15.3,74.7,9.6,46.1,39.5,19.6,63.9,28.0,10.7,35.0,16.9,9.0,40.0,8.0,3.4,28.4,75.6,15.8,16.6,31.1,13.0,4.3,31.4,3.6,17.4,5.3,(-68.05338093 44.4845414),1182.0,High,0,0,0,0,1,0,1,0,0
1382,100000,5.0,3.0,2052.0,90169.0,1800.0,153,49.0,44.6923284,-68.659587,4429.0,6.7,28.7,16.0,31.4,76.3,7.4,11.8,85.9,6.0,77.5,63.9,13.0,74.8,7.5,49.8,43.5,17.2,65.0,25.2,9.0,28.2,13.3,6.9,37.5,6.3,2.8,24.3,78.6,15.0,12.4,34.0,10.9,3.2,32.0,2.8,15.6,3.8,(-68.6152345 44.69055395),4717.0,Low,0,0,0,0,1,0,1,0,0
1383,599000,5.0,3.0,2742.0,141570.0,1910.0,153,218.0,44.4969175,-68.1455935,4664.0,8.7,31.6,15.6,32.3,76.0,7.6,12.0,82.4,7.1,76.0,57.0,16.0,74.0,9.3,45.7,40.4,20.6,63.4,29.4,10.2,34.4,16.5,8.2,38.4,8.2,3.1,27.9,75.0,16.9,15.9,31.8,12.9,4.3,32.3,3.3,16.9,5.2,(-68.1251743 44.54766824),1238.0,High,0,0,0,0,1,0,1,0,0
1384,395000,2.0,1.0,680.0,392040.0,1960.0,154,581.0,44.6285789,-68.5655549,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,Low,1,0,0,0,0,0,1,0,0
1385,349000,2.0,1.0,1036.0,1367784.0,2023.0,158,337.0,44.5434095,-68.4194641,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,Low,1,0,0,0,0,0,1,0,0
1389,2100000,6.0,3.0,4500.0,130680.0,1983.0,160,467.0,44.4244413,-68.4624732,4684.0,5.9,31.8,15.3,32.0,78.0,8.8,10.8,85.2,6.9,78.1,64.7,11.6,79.0,7.4,51.3,44.2,14.5,71.9,26.2,9.2,29.1,12.5,7.8,39.0,5.9,3.1,22.3,77.4,13.5,13.1,28.5,10.5,3.1,29.4,3.0,10.9,3.7,(-68.52947422 44.49410394),1466.0,High,0,0,0,0,1,0,1,0,0
1390,990000,4.0,3.0,2945.0,36590.0,1975.0,161,336.0,44.41618,-67.972148,4607.0,9.1,33.1,14.8,34.1,78.0,8.3,11.6,82.3,8.0,77.0,59.2,15.3,74.7,9.6,46.1,39.5,19.6,63.9,28.0,10.7,35.0,16.9,9.0,40.0,8.0,3.4,28.4,75.6,15.8,16.6,31.1,13.0,4.3,31.4,3.6,17.4,5.3,(-68.05338093 44.4845414),1182.0,High,0,0,0,0,1,0,1,0,0
1396,470000,3.0,2.0,1014.0,146361.0,1986.0,169,464.0,44.3919786,-68.2095713,4609.0,6.1,29.2,15.7,29.6,76.7,8.2,10.9,84.3,6.3,77.1,61.4,12.3,76.9,6.7,50.7,41.1,13.6,71.6,26.6,8.3,29.2,12.1,7.6,37.0,6.2,3.0,22.3,76.7,14.3,12.7,27.2,10.1,3.0,29.2,2.9,11.8,3.8,(-68.270849 44.38498337),5222.0,High,0,1,0,0,0,0,1,0,0
1401,429000,2.0,2.5,2800.0,50965.0,1979.0,175,153.0,44.394977,-68.0761787,4693.0,9.0,36.5,13.4,37.2,80.3,9.7,11.4,83.1,9.1,78.7,62.8,14.8,75.9,10.5,47.1,39.5,19.3,64.0,27.1,11.7,36.9,17.8,10.3,41.6,8.4,3.9,29.7,75.7,14.7,18.5,30.9,13.6,4.5,31.0,4.1,17.3,5.6,(-68.05677574 44.37982074),516.0,High,0,0,0,0,1,0,1,0,0
1402,280000,5.0,3.0,3778.0,217800.0,1994.0,176,74.0,44.681129,-68.797824,4416.0,8.2,31.0,16.0,31.5,75.7,7.7,11.7,83.0,6.9,76.1,57.6,15.2,74.3,8.6,47.4,39.2,19.3,65.1,29.0,9.6,33.3,15.3,8.0,37.7,7.7,3.1,26.8,75.2,16.5,15.1,31.1,12.2,3.9,32.2,3.2,15.8,4.8,(-68.79513375 44.62954444),5468.0,Low,0,0,0,0,1,0,1,0,0
