,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,LATITUDE,LONGITUDE,LocationID,ACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CERVICAL,CHD,CHECKUP,CHOLSCREEN,COGNITION,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DEPRESSION,DIABETES,DISABILITY,GHLTH,HEARING,HIGHCHOL,INDEPLIVE,KIDNEY,LPA,MAMMOUSE,MHLTH,MOBILITY,OBESITY,PHLTH,SELFCARE,SLEEP,STROKE,TEETHLOST,VISION,Geolocation,TotalPopulation,PRICE_cat2,PROPERTY TYPE_Condo/Co-op,PROPERTY TYPE_Mobile/Manufactured Home,PROPERTY TYPE_Multi-Family (2-4 Unit),PROPERTY TYPE_Multi-Family (5+ Unit),PROPERTY TYPE_Single Family Residential,PROPERTY TYPE_Townhouse,STATE OR PROVINCE_ME,STATE OR PROVINCE_NH,STATE OR PROVINCE_VT
1403,1345500,3.0,2.0,1524.0,113256.0,1987.0,176,883.0,44.4128846,-68.4052367,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,High,0,0,0,0,1,0,1,0,0
1405,7400000,5.0,6.0,7291.0,276606.0,2002.0,180,1015.0,44.3454819,-68.325321,4660.0,4.9,31.8,15.2,31.9,78.4,9.3,10.2,86.7,6.6,79.0,68.7,10.0,79.2,6.5,53.9,45.7,12.5,75.3,24.5,8.7,27.1,11.0,7.7,38.7,5.1,3.1,20.5,77.4,12.0,12.0,27.2,9.6,2.6,28.3,2.9,9.1,3.2,(-68.36307593 44.3445533),1309.0,High,0,0,0,0,1,0,1,0,0
1408,219000,2.0,1.5,924.0,130680.0,1978.0,185,237.0,44.706758,-68.639676,4429.0,6.7,28.7,16.0,31.4,76.3,7.4,11.8,85.9,6.0,77.5,63.9,13.0,74.8,7.5,49.8,43.5,17.2,65.0,25.2,9.0,28.2,13.3,6.9,37.5,6.3,2.8,24.3,78.6,15.0,12.4,34.0,10.9,3.2,32.0,2.8,15.6,3.8,(-68.6152345 44.69055395),4717.0,Low,0,1,0,0,0,0,1,0,0
1409,125000,1.0,1.0,561.0,90169.0,2023.0,187,223.0,44.8587319,-68.3166626,4408.0,9.8,32.7,15.4,34.3,76.4,7.3,12.1,81.7,8.0,75.7,56.3,17.0,71.8,10.4,46.0,36.0,23.4,60.3,29.7,11.4,36.3,18.5,8.8,39.6,8.7,3.3,29.9,76.1,17.3,17.2,33.5,14.1,4.9,33.4,3.5,19.2,5.8,(-68.28290781 44.8939552),176.0,Low,0,0,0,0,1,0,1,0,0
1410,699900,5.0,2.5,1812.0,16552.0,1961.0,187,386.0,44.7014526,-68.4597111,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,High,0,0,0,0,1,0,1,0,0
1411,795000,4.0,2.0,2290.0,28314.0,1968.0,188,347.0,44.404846,-68.025328,4607.0,9.1,33.1,14.8,34.1,78.0,8.3,11.6,82.3,8.0,77.0,59.2,15.3,74.7,9.6,46.1,39.5,19.6,63.9,28.0,10.7,35.0,16.9,9.0,40.0,8.0,3.4,28.4,75.6,15.8,16.6,31.1,13.0,4.3,31.4,3.6,17.4,5.3,(-68.05338093 44.4845414),1182.0,High,0,0,0,0,1,0,1,0,0
1413,4299999,3.0,2.5,2600.0,457380.0,2003.0,193,1654.0,44.506697,-68.298821,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,High,0,0,0,0,1,0,1,0,0
1415,5795000,4.0,4.0,3123.0,534916.0,1818.0,194,1856.0,44.3448353,-68.4100053,4660.0,4.9,31.8,15.2,31.9,78.4,9.3,10.2,86.7,6.6,79.0,68.7,10.0,79.2,6.5,53.9,45.7,12.5,75.3,24.5,8.7,27.1,11.0,7.7,38.7,5.1,3.1,20.5,77.4,12.0,12.0,27.2,9.6,2.6,28.3,2.9,9.1,3.2,(-68.36307593 44.3445533),1309.0,High,0,0,0,0,1,0,1,0,0
1421,2900000,4.0,6.0,5062.0,457380.0,1980.0,198,573.0,44.4182209,-68.7173093,4476.0,6.7,35.6,14.0,36.0,80.0,9.8,11.2,83.7,8.5,79.1,64.4,13.4,76.5,9.2,48.3,40.0,16.2,68.3,26.8,11.0,34.7,15.2,9.7,40.7,7.6,3.8,26.2,76.0,14.4,16.9,30.0,12.4,4.0,30.3,3.8,13.9,4.9,(-68.70278863 44.47779446),1259.0,High,0,0,0,0,1,0,1,0,0
1422,635000,4.0,3.0,3860.0,113256.0,2006.0,198,165.0,44.5541172,-68.556211,4605.0,7.6,29.9,16.3,30.4,75.6,7.8,11.3,83.9,6.5,76.2,59.4,13.8,75.5,7.8,49.1,41.1,17.4,67.8,27.8,8.9,31.1,13.9,7.7,37.2,6.9,3.0,24.8,75.7,15.4,13.7,29.6,11.3,3.4,31.1,3.0,14.2,4.2,(-68.41812443 44.67751466),12974.0,High,0,0,0,0,1,0,1,0,0
1425,925000,6.0,3.0,2775.0,6969.0,1900.0,202,333.0,44.4305135,-68.2843016,4609.0,6.1,29.2,15.7,29.6,76.7,8.2,10.9,84.3,6.3,77.1,61.4,12.3,76.9,6.7,50.7,41.1,13.6,71.6,26.6,8.3,29.2,12.1,7.6,37.0,6.2,3.0,22.3,76.7,14.3,12.7,27.2,10.1,3.0,29.2,2.9,11.8,3.8,(-68.270849 44.38498337),5222.0,High,0,0,1,0,0,0,1,0,0
1426,335000,4.0,2.0,2005.0,14374.0,1904.0,203,167.0,44.1567388,-68.4471001,4685.0,7.5,30.0,16.6,31.0,76.0,8.1,10.8,84.7,6.8,76.2,59.7,13.4,74.8,7.7,48.2,40.3,16.7,67.7,26.7,8.9,31.1,13.7,8.1,37.9,6.7,3.0,24.4,76.0,14.6,13.7,29.0,11.1,3.4,30.6,3.1,13.9,4.2,(-68.41415323 44.15976606),332.0,Low,0,0,0,0,1,0,1,0,0
1427,4370000,5.0,3.5,3384.0,69260.0,1920.0,203,1291.0,44.2696499,-68.3135273,4679.0,6.0,31.2,15.3,31.3,78.1,9.1,10.6,85.7,6.8,78.0,64.4,11.5,78.9,7.0,52.8,43.5,13.4,72.4,25.6,8.7,29.3,12.2,8.0,38.5,5.9,3.2,22.2,76.1,13.2,13.0,27.2,10.2,2.9,28.6,3.0,11.4,3.7,(-68.33429619 44.27967563),1767.0,High,0,0,0,0,1,0,1,0,0
1430,411000,3.0,2.5,2946.0,25700.0,2000.0,209,140.0,44.5672864,-68.6727365,4472.0,7.2,29.5,16.8,30.0,75.4,7.6,10.9,84.1,6.2,76.0,59.9,13.2,76.0,7.4,49.5,43.6,17.2,68.9,27.1,8.5,29.9,13.2,7.3,37.3,6.3,2.8,24.4,74.9,15.0,12.9,29.3,10.9,3.1,31.1,2.8,13.2,3.8,(-68.6267245 44.58280335),2144.0,High,0,0,0,0,1,0,1,0,0
1431,2750000,4.0,3.0,4700.0,192970.0,1992.0,217,585.0,44.2801877,-68.5329142,4616.0,6.4,35.7,13.4,36.1,80.6,9.9,11.0,84.8,8.4,79.7,66.4,12.4,77.5,8.9,48.8,42.2,15.4,69.8,26.0,10.9,33.0,14.7,9.4,41.2,6.9,3.6,25.3,76.6,13.4,16.1,29.4,12.0,3.8,29.3,3.7,12.9,4.6,(-68.5715663 44.28516591),824.0,High,0,0,0,0,1,0,1,0,0
1435,2350000,4.0,3.5,3634.0,1393920.0,1947.0,230,647.0,44.5056989,-68.1577069,4664.0,8.7,31.6,15.6,32.3,76.0,7.6,12.0,82.4,7.1,76.0,57.0,16.0,74.0,9.3,45.7,40.4,20.6,63.4,29.4,10.2,34.4,16.5,8.2,38.4,8.2,3.1,27.9,75.0,16.9,15.9,31.8,12.9,4.3,32.3,3.3,16.9,5.2,(-68.1251743 44.54766824),1238.0,High,0,0,0,0,1,0,1,0,0
1437,750000,3.0,2.0,1554.0,10890.0,1926.0,233,483.0,44.397921,-67.9734407,4624.0,7.6,44.7,10.2,45.2,85.2,12.5,11.0,81.2,12.1,83.0,71.2,13.7,78.6,13.0,46.6,39.8,17.4,65.5,24.9,14.9,41.2,20.0,13.1,46.7,8.9,4.9,31.8,74.4,12.7,22.9,30.4,15.3,5.3,28.8,5.2,16.8,6.4,(-67.98869481 44.41898737),184.0,High,0,0,0,0,1,0,1,0,0
1451,6750000,5.0,4.5,7924.0,169012.0,2003.0,243,852.0,44.2536943,-68.2940489,4679.0,6.0,31.2,15.3,31.3,78.1,9.1,10.6,85.7,6.8,78.0,64.4,11.5,78.9,7.0,52.8,43.5,13.4,72.4,25.6,8.7,29.3,12.2,8.0,38.5,5.9,3.2,22.2,76.1,13.2,13.0,27.2,10.2,2.9,28.6,3.0,11.4,3.7,(-68.33429619 44.27967563),1767.0,High,0,0,0,0,1,0,1,0,0
1452,249000,3.0,2.0,1150.0,87120.0,1998.0,254,217.0,44.1149529,-68.3638949,4635.0,8.8,23.5,19.3,25.8,69.5,6.0,11.3,82.9,5.4,72.7,51.8,14.5,78.3,6.3,50.1,38.3,17.9,66.1,28.4,7.2,28.9,12.4,6.7,33.8,6.2,2.4,22.3,78.6,16.6,10.3,28.9,9.7,2.7,31.8,2.4,12.5,3.7,(-68.35455382 44.11388555),61.0,Low,0,0,0,0,1,0,1,0,0
1454,2300000,3.0,2.5,2004.0,119790.0,1856.0,256,1148.0,44.3620247,-68.0866735,4693.0,9.0,36.5,13.4,37.2,80.3,9.7,11.4,83.1,9.1,78.7,62.8,14.8,75.9,10.5,47.1,39.5,19.3,64.0,27.1,11.7,36.9,17.8,10.3,41.6,8.4,3.9,29.7,75.7,14.7,18.5,30.9,13.6,4.5,31.0,4.1,17.3,5.6,(-68.05677574 44.37982074),516.0,High,0,0,0,0,1,0,1,0,0
1457,79500,3.0,1.5,1630.0,17859.0,1922.0,1,49.0,44.7953915,-69.8906927,4911.0,11.5,33.9,14.9,36.3,76.1,7.1,13.2,80.7,8.5,75.5,58.3,19.1,73.4,12.0,37.4,41.3,23.9,53.8,26.4,12.3,37.3,21.2,9.1,40.9,10.2,3.5,34.8,79.4,18.5,19.2,39.3,15.2,5.7,33.1,3.9,27.0,6.9,(-69.95686431 44.77708665),2136.0,Low,0,0,0,0,1,0,1,0,0
1459,249900,5.0,2.0,2400.0,15245.0,1895.0,2,104.0,45.0548499,-69.8780674,4920.0,9.3,35.5,14.4,37.7,78.4,8.2,12.4,82.2,8.9,77.4,63.6,16.3,76.2,11.1,40.0,44.0,20.1,58.9,24.4,12.3,35.4,18.9,9.4,42.1,8.8,3.7,32.3,79.5,16.4,18.4,37.4,14.1,4.9,31.7,3.9,22.8,5.9,(-69.8653005 45.07451877),1713.0,Low,0,0,0,0,1,0,1,0,0
1461,109000,2.0,1.0,980.0,6098.0,1974.0,2,111.0,45.0549092,-69.879893,4920.0,9.3,35.5,14.4,37.7,78.4,8.2,12.4,82.2,8.9,77.4,63.6,16.3,76.2,11.1,40.0,44.0,20.1,58.9,24.4,12.3,35.4,18.9,9.4,42.1,8.8,3.7,32.3,79.5,16.4,18.4,37.4,14.1,4.9,31.7,3.9,22.8,5.9,(-69.8653005 45.07451877),1713.0,Low,0,1,0,0,0,0,1,0,0
1462,249000,3.0,2.0,1680.0,3267000.0,2000.0,2,148.0,44.770905,-69.8399759,4957.0,9.4,33.5,15.2,35.3,76.3,7.3,12.8,82.6,7.8,76.3,61.3,16.9,74.5,10.5,39.6,43.7,20.9,58.4,25.5,11.3,34.4,18.4,8.4,40.2,8.9,3.3,31.9,79.7,17.3,17.3,38.1,13.8,4.8,32.4,3.6,22.9,5.7,(-69.84602275 44.70143263),4265.0,Low,0,1,0,0,0,0,1,0,0
1463,650000,2.0,1.0,1200.0,8537760.0,1900.0,2,542.0,44.9589694,-69.6510446,4912.0,10.8,33.1,15.5,35.0,75.0,7.0,13.2,82.2,7.8,75.3,58.6,18.6,72.9,11.3,37.3,41.5,23.0,55.3,26.5,11.4,36.1,20.0,8.5,39.9,9.8,3.3,33.4,78.6,18.4,18.1,38.7,14.6,5.3,33.2,3.7,26.0,6.3,(-69.6694275 44.95996879),1048.0,High,0,0,0,0,1,0,1,0,0
1464,595000,3.0,3.0,2230.0,81457.0,2024.0,4,267.0,44.8367272,-69.6731067,4976.0,10.3,34.0,14.8,35.6,76.7,7.7,13.2,81.3,8.3,76.3,60.2,18.1,74.4,11.2,39.5,41.6,21.1,56.8,26.1,11.6,36.5,19.6,9.1,40.6,9.8,3.6,33.2,79.1,18.0,18.5,37.5,14.4,5.2,32.2,3.9,25.4,6.3,(-69.6695315 44.79877312),9903.0,High,0,0,0,0,1,0,1,0,0
1465,595000,3.0,3.0,2230.0,87555.0,2024.0,4,267.0,44.8367272,-69.6731067,4976.0,10.3,34.0,14.8,35.6,76.7,7.7,13.2,81.3,8.3,76.3,60.2,18.1,74.4,11.2,39.5,41.6,21.1,56.8,26.1,11.6,36.5,19.6,9.1,40.6,9.8,3.6,33.2,79.1,18.0,18.5,37.5,14.4,5.2,32.2,3.9,25.4,6.3,(-69.6695315 44.79877312),9903.0,High,0,0,0,0,1,0,1,0,0
1467,149000,2.0,2.0,952.0,20037.0,1990.0,5,157.0,44.7536348,-69.7125901,4976.0,10.3,34.0,14.8,35.6,76.7,7.7,13.2,81.3,8.3,76.3,60.2,18.1,74.4,11.2,39.5,41.6,21.1,56.8,26.1,11.6,36.5,19.6,9.1,40.6,9.8,3.6,33.2,79.1,18.0,18.5,37.5,14.4,5.2,32.2,3.9,25.4,6.3,(-69.6695315 44.79877312),9903.0,Low,0,1,0,0,0,0,1,0,0
1468,289000,3.0,2.0,2083.0,43124.0,1960.0,5,139.0,44.7697473,-69.679905,4976.0,10.3,34.0,14.8,35.6,76.7,7.7,13.2,81.3,8.3,76.3,60.2,18.1,74.4,11.2,39.5,41.6,21.1,56.8,26.1,11.6,36.5,19.6,9.1,40.6,9.8,3.6,33.2,79.1,18.0,18.5,37.5,14.4,5.2,32.2,3.9,25.4,6.3,(-69.6695315 44.79877312),9903.0,Low,0,0,0,0,1,0,1,0,0
1469,385000,4.0,2.0,2015.0,296208.0,1900.0,5,191.0,44.805528,-69.8938809,4911.0,11.5,33.9,14.9,36.3,76.1,7.1,13.2,80.7,8.5,75.5,58.3,19.1,73.4,12.0,37.4,41.3,23.9,53.8,26.4,12.3,37.3,21.2,9.1,40.9,10.2,3.5,34.8,79.4,18.5,19.2,39.3,15.2,5.7,33.1,3.9,27.0,6.9,(-69.95686431 44.77708665),2136.0,Low,0,0,0,0,1,0,1,0,0
1470,249900,2.0,1.5,1336.0,69696.0,1890.0,6,187.0,44.9431833,-70.0549621,4961.0,8.5,35.0,14.9,36.9,78.2,8.2,12.0,83.6,8.4,77.5,65.7,14.9,76.1,10.3,41.0,44.3,18.6,61.5,23.4,11.6,33.2,17.5,8.9,41.7,7.9,3.5,30.5,80.7,15.3,17.1,36.7,13.3,4.4,31.1,3.7,20.5,5.3,(-70.1945305 45.21867579),972.0,Low,0,0,0,0,1,0,1,0,0
1472,139000,3.0,1.0,1120.0,10018.0,1966.0,7,124.0,45.0474951,-69.8727138,4920.0,9.3,35.5,14.4,37.7,78.4,8.2,12.4,82.2,8.9,77.4,63.6,16.3,76.2,11.1,40.0,44.0,20.1,58.9,24.4,12.3,35.4,18.9,9.4,42.1,8.8,3.7,32.3,79.5,16.4,18.4,37.4,14.1,4.9,31.7,3.9,22.8,5.9,(-69.8653005 45.07451877),1713.0,Low,0,0,0,0,1,0,1,0,0
1475,339000,1.0,2.0,1500.0,60983.0,2015.0,7,226.0,44.9295335,-69.4887435,4943.0,10.0,35.3,14.2,37.3,78.1,7.9,12.9,80.9,8.7,77.1,61.3,17.7,74.7,11.6,39.1,41.6,21.2,56.7,25.5,12.4,36.7,20.0,9.3,41.7,9.7,3.6,33.9,79.5,17.5,19.1,38.2,14.6,5.3,32.1,3.9,24.9,6.4,(-69.52051497 44.87989525),1792.0,Low,0,0,0,0,1,0,1,0,0
1476,159900,3.0,1.0,1296.0,207345.0,1920.0,7,123.0,44.9061148,-69.8155812,4979.0,9.0,33.7,15.6,35.6,76.3,7.4,12.5,83.4,7.9,76.2,62.8,16.1,75.8,10.4,40.5,44.0,20.7,59.3,24.9,11.3,33.5,17.9,8.4,40.6,8.3,3.3,31.0,80.2,16.7,16.9,37.9,13.7,4.6,32.3,3.5,21.6,5.4,(-69.79264945 44.94293133),1064.0,Low,0,0,0,0,1,0,1,0,0
1478,365000,4.0,3.0,2000.0,14374.0,2005.0,7,183.0,44.9120202,-69.9423352,4958.0,10.5,35.9,14.2,37.8,78.1,8.0,12.8,81.8,8.9,77.1,62.4,17.5,74.9,11.9,38.7,43.2,21.7,56.8,25.2,12.6,36.7,20.4,9.4,42.2,9.6,3.7,33.9,79.2,17.1,19.4,38.1,14.9,5.4,32.1,4.0,24.7,6.5,(-69.93069106 44.9075731),1954.0,Low,0,0,0,0,1,0,1,0,0
1480,182000,3.0,1.5,1530.0,91476.0,1989.0,8,119.0,44.6377374,-69.7821304,4978.0,8.4,36.0,14.3,37.6,78.2,8.0,12.5,83.1,8.3,77.9,66.4,15.4,75.5,10.7,39.9,44.8,19.7,60.7,24.2,12.2,33.7,18.3,8.7,41.7,8.4,3.5,31.4,80.9,15.8,18.1,38.1,14.1,4.9,31.9,3.8,20.7,5.6,(-69.8013906 44.6290981),799.0,Low,0,0,0,0,1,0,1,0,0
1481,599900,3.0,2.0,2600.0,871200.0,1920.0,9,231.0,44.890849,-69.7689626,4950.0,10.0,35.0,14.7,37.0,77.4,7.9,12.8,81.9,8.7,76.7,61.1,17.5,74.6,11.4,39.0,41.6,21.2,56.7,25.3,12.2,36.6,19.6,9.4,41.2,9.6,3.7,33.4,79.9,17.4,19.0,38.3,14.5,5.3,32.4,3.9,24.7,6.4,(-69.80560993 44.83238741),4855.0,High,0,0,0,0,1,0,1,0,0
1482,699000,8.0,2.0,4580.0,192535.0,1995.0,13,153.0,44.9193013,-69.4691875,4971.0,9.6,33.3,15.5,35.1,76.0,7.3,12.8,82.6,7.8,76.0,61.2,16.9,74.9,10.5,39.5,43.0,21.2,58.1,25.5,11.3,34.2,18.4,8.4,40.2,8.8,3.3,31.7,80.5,17.3,17.1,38.0,13.8,4.7,32.5,3.5,22.9,5.7,(-69.39219865 44.93188584),2005.0,High,0,0,0,0,1,0,1,0,0
1483,135000,2.0,2.0,931.0,59677.0,1993.0,14,145.0,44.8343007,-69.522816,4943.0,10.0,35.3,14.2,37.3,78.1,7.9,12.9,80.9,8.7,77.1,61.3,17.7,74.7,11.6,39.1,41.6,21.2,56.7,25.5,12.4,36.7,20.0,9.3,41.7,9.7,3.6,33.9,79.5,17.5,19.1,38.2,14.6,5.3,32.1,3.9,24.9,6.4,(-69.52051497 44.87989525),1792.0,Low,0,1,0,0,0,0,1,0,0
1484,100000,3.0,1.5,1327.0,13068.0,1922.0,14,75.0,44.7830506,-69.37164,4967.0,10.3,32.1,15.3,33.6,75.3,7.2,13.0,81.7,7.5,75.6,59.2,17.6,74.1,10.3,40.1,41.8,20.3,57.7,25.8,10.7,34.8,18.4,8.3,39.3,9.2,3.3,32.0,79.4,17.9,17.0,36.7,13.6,4.7,32.1,3.5,24.3,5.9,(-69.43799874 44.77145012),4230.0,Low,0,0,0,0,1,0,1,0,0
1485,56500,3.0,1.0,912.0,10018.0,1970.0,15,62.0,44.9452841,-70.0578849,4961.0,8.5,35.0,14.9,36.9,78.2,8.2,12.0,83.6,8.4,77.5,65.7,14.9,76.1,10.3,41.0,44.3,18.6,61.5,23.4,11.6,33.2,17.5,8.9,41.7,7.9,3.5,30.5,80.7,15.3,17.1,36.7,13.3,4.4,31.1,3.7,20.5,5.3,(-70.1945305 45.21867579),972.0,Low,0,0,0,0,1,0,1,0,0
1488,242500,1.0,1.0,576.0,20473.0,2003.0,18,421.0,44.896428,-69.897749,4958.0,10.5,35.9,14.2,37.8,78.1,8.0,12.8,81.8,8.9,77.1,62.4,17.5,74.9,11.9,38.7,43.2,21.7,56.8,25.2,12.6,36.7,20.4,9.4,42.2,9.6,3.7,33.9,79.2,17.1,19.4,38.1,14.9,5.4,32.1,4.0,24.7,6.5,(-69.93069106 44.9075731),1954.0,Low,0,0,0,0,1,0,1,0,0
1490,94500,3.0,1.0,1000.0,3484.0,1900.0,20,95.0,44.5894057,-69.5996022,4937.0,10.9,33.6,15.0,35.8,75.6,6.9,13.5,80.7,8.1,75.6,57.5,19.4,72.1,11.7,37.3,40.9,23.9,53.6,27.1,12.1,37.2,20.7,8.8,40.1,10.4,3.4,34.9,79.7,19.3,19.0,40.0,15.2,5.7,33.7,3.8,27.1,6.8,(-69.67614292 44.63566045),6645.0,Low,0,0,0,0,1,0,1,0,0
1492,335000,3.0,2.0,1200.0,87120.0,1950.0,20,279.0,44.925623,-69.953876,4958.0,10.5,35.9,14.2,37.8,78.1,8.0,12.8,81.8,8.9,77.1,62.4,17.5,74.9,11.9,38.7,43.2,21.7,56.8,25.2,12.6,36.7,20.4,9.4,42.2,9.6,3.7,33.9,79.2,17.1,19.4,38.1,14.9,5.4,32.1,4.0,24.7,6.5,(-69.93069106 44.9075731),1954.0,Low,0,0,0,0,1,0,1,0,0
1494,209900,3.0,1.5,1085.0,8276.0,1950.0,21,193.0,44.584459,-69.606232,4937.0,10.9,33.6,15.0,35.8,75.6,6.9,13.5,80.7,8.1,75.6,57.5,19.4,72.1,11.7,37.3,40.9,23.9,53.6,27.1,12.1,37.2,20.7,8.8,40.1,10.4,3.4,34.9,79.7,19.3,19.0,40.0,15.2,5.7,33.7,3.8,27.1,6.8,(-69.67614292 44.63566045),6645.0,Low,0,0,0,0,1,0,1,0,0
1495,198000,3.0,1.0,1000.0,609840.0,2004.0,21,198.0,44.8828876,-69.8973248,4958.0,10.5,35.9,14.2,37.8,78.1,8.0,12.8,81.8,8.9,77.1,62.4,17.5,74.9,11.9,38.7,43.2,21.7,56.8,25.2,12.6,36.7,20.4,9.4,42.2,9.6,3.7,33.9,79.2,17.1,19.4,38.1,14.9,5.4,32.1,4.0,24.7,6.5,(-69.93069106 44.9075731),1954.0,Low,0,0,0,0,1,0,1,0,0
1496,350000,1.0,1.0,445.0,4356000.0,2018.0,21,787.0,45.0272695,-69.9279215,4920.0,9.3,35.5,14.4,37.7,78.4,8.2,12.4,82.2,8.9,77.4,63.6,16.3,76.2,11.1,40.0,44.0,20.1,58.9,24.4,12.3,35.4,18.9,9.4,42.1,8.8,3.7,32.3,79.5,16.4,18.4,37.4,14.1,4.9,31.7,3.9,22.8,5.9,(-69.8653005 45.07451877),1713.0,Low,0,0,0,0,1,0,1,0,0
1497,289000,2.0,1.0,1050.0,325393.0,2021.0,22,275.0,44.673383,-69.93984,4957.0,9.4,33.5,15.2,35.3,76.3,7.3,12.8,82.6,7.8,76.3,61.3,16.9,74.5,10.5,39.6,43.7,20.9,58.4,25.5,11.3,34.4,18.4,8.4,40.2,8.9,3.3,31.9,79.7,17.3,17.3,38.1,13.8,4.8,32.4,3.6,22.9,5.7,(-69.84602275 44.70143263),4265.0,Low,0,0,0,0,1,0,1,0,0
1498,250000,5.0,2.0,3000.0,18295.0,1835.0,22,83.0,45.0593402,-69.8818664,4920.0,9.3,35.5,14.4,37.7,78.4,8.2,12.4,82.2,8.9,77.4,63.6,16.3,76.2,11.1,40.0,44.0,20.1,58.9,24.4,12.3,35.4,18.9,9.4,42.1,8.8,3.7,32.3,79.5,16.4,18.4,37.4,14.1,4.9,31.7,3.9,22.8,5.9,(-69.8653005 45.07451877),1713.0,Low,0,0,0,0,1,0,1,0,0
1499,299000,2.0,1.0,864.0,91911.0,1986.0,23,346.0,44.9124663,-69.8669078,4958.0,10.5,35.9,14.2,37.8,78.1,8.0,12.8,81.8,8.9,77.1,62.4,17.5,74.9,11.9,38.7,43.2,21.7,56.8,25.2,12.6,36.7,20.4,9.4,42.2,9.6,3.7,33.9,79.2,17.1,19.4,38.1,14.9,5.4,32.1,4.0,24.7,6.5,(-69.93069106 44.9075731),1954.0,Low,0,0,0,0,1,0,1,0,0
1502,85000,2.0,1.0,720.0,4791.0,1967.0,26,118.0,44.5860624,-69.6048026,4937.0,10.9,33.6,15.0,35.8,75.6,6.9,13.5,80.7,8.1,75.6,57.5,19.4,72.1,11.7,37.3,40.9,23.9,53.6,27.1,12.1,37.2,20.7,8.8,40.1,10.4,3.4,34.9,79.7,19.3,19.0,40.0,15.2,5.7,33.7,3.8,27.1,6.8,(-69.67614292 44.63566045),6645.0,Low,0,1,0,0,0,0,1,0,0
1503,85000,3.0,2.0,1765.0,5662.0,1912.0,26,48.0,45.0542316,-69.8825631,4920.0,9.3,35.5,14.4,37.7,78.4,8.2,12.4,82.2,8.9,77.4,63.6,16.3,76.2,11.1,40.0,44.0,20.1,58.9,24.4,12.3,35.4,18.9,9.4,42.1,8.8,3.7,32.3,79.5,16.4,18.4,37.4,14.1,4.9,31.7,3.9,22.8,5.9,(-69.8653005 45.07451877),1713.0,Low,0,0,0,0,1,0,1,0,0
1504,189000,3.0,2.0,1508.0,81457.0,2006.0,27,125.0,44.7689365,-69.6561462,4976.0,10.3,34.0,14.8,35.6,76.7,7.7,13.2,81.3,8.3,76.3,60.2,18.1,74.4,11.2,39.5,41.6,21.1,56.8,26.1,11.6,36.5,19.6,9.1,40.6,9.8,3.6,33.2,79.1,18.0,18.5,37.5,14.4,5.2,32.2,3.9,25.4,6.3,(-69.6695315 44.79877312),9903.0,Low,0,1,0,0,0,0,1,0,0
1506,130000,4.0,1.5,1261.0,16117.0,1920.0,30,103.0,44.7740804,-69.7271866,4976.0,10.3,34.0,14.8,35.6,76.7,7.7,13.2,81.3,8.3,76.3,60.2,18.1,74.4,11.2,39.5,41.6,21.1,56.8,26.1,11.6,36.5,19.6,9.1,40.6,9.8,3.6,33.2,79.1,18.0,18.5,37.5,14.4,5.2,32.2,3.9,25.4,6.3,(-69.6695315 44.79877312),9903.0,Low,0,0,0,0,1,0,1,0,0
1508,125000,1.0,1.0,552.0,152460.0,1990.0,30,226.0,44.817852,-69.886696,4958.0,10.5,35.9,14.2,37.8,78.1,8.0,12.8,81.8,8.9,77.1,62.4,17.5,74.9,11.9,38.7,43.2,21.7,56.8,25.2,12.6,36.7,20.4,9.4,42.2,9.6,3.7,33.9,79.2,17.1,19.4,38.1,14.9,5.4,32.1,4.0,24.7,6.5,(-69.93069106 44.9075731),1954.0,Low,0,0,0,0,1,0,1,0,0
1509,107900,3.0,1.5,2014.0,81892.0,1920.0,30,54.0,44.6309342,-69.8254043,4978.0,8.4,36.0,14.3,37.6,78.2,8.0,12.5,83.1,8.3,77.9,66.4,15.4,75.5,10.7,39.9,44.8,19.7,60.7,24.2,12.2,33.7,18.3,8.7,41.7,8.4,3.5,31.4,80.9,15.8,18.1,38.1,14.1,4.9,31.9,3.8,20.7,5.6,(-69.8013906 44.6290981),799.0,Low,0,0,0,0,1,0,1,0,0
